line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot
  9  0.148212621268722E+07   19.960502  4.652303  4.538928  0.7200000E+00  0.2659559E+00  2.2831524E-03  2.7707446E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  1.029E-17  0.4457  4.538928   -7.535  0.714116  7.568102  0.6510368E+00  0.3351810E+00  5.1725536E-05  1.4098377E-05  7.4659974E-03  9.4421352E-04  3.3464618E-06  3.2683207E-09  1.8668972E-03  2.9000451E-07  1.427E-05  2.736E-05  3.488E-05  9.901E-01  1.011E+00  6.57E+02  0.00E+00  1.13E+02  0.255338  0.059482  0.0000000E+00  1.6211006425E-01
 10  0.164722868559555E+07   19.955630  4.657639  4.538312  0.7200000E+00  0.2659559E+00  2.2831524E-03  2.7707486E-05  6.5875803E-04  5.7184752E-03  2.2656013E-06  1.2899741E-05  1.8768898E-03  1.5180834E-04  1.643E-16  0.4438  4.538312   -7.525  0.713149  7.568702  0.6427693E+00  0.3434649E+00  5.2772035E-05  1.4387634E-05  7.5783982E-03  8.1447417E-04  2.8451834E-06  2.9115990E-09  1.8659315E-03  2.5137621E-07  1.398E-05  2.712E-05  3.465E-05  9.900E-01  1.011E+00  6.54E+02  0.00E+00  1.13E+02  0.256881  0.060232  0.0000000E+00  1.6180985026E-01
 11  0.181520250585882E+07   19.950551  4.663093  4.537747  0.7200000E+00  0.2659559E+00  2.2831522E-03  2.7707657E-05  6.5875806E-04  5.7184752E-03  2.2656014E-06  1.2899740E-05  1.8768898E-03  1.5180834E-04  1.581E-15  0.4417  4.537747   -7.514  0.712484  7.569336  0.6344881E+00  0.3517588E+00  5.3479081E-05  1.4581452E-05  7.6652179E-03  7.1441050E-04  2.4821773E-06  2.6470322E-09  1.8649756E-03  3.0988344E-07  1.356E-05  2.680E-05  3.440E-05  9.900E-01  1.011E+00  6.51E+02  0.00E+00  1.13E+02  0.257297  0.061009  0.0000000E+00  1.6149499594E-01
 12  0.197994606034779E+07   19.945442  4.668606  4.537209  0.7200000E+00  0.2659559E+00  2.2831517E-03  2.7708170E-05  6.5875818E-04  5.7184752E-03  2.2656016E-06  1.2899740E-05  1.8768898E-03  1.5180834E-04  8.666E-15  0.4396  4.537209   -7.503  0.712101  7.570080  0.6261620E+00  0.3600952E+00  5.4101203E-05  1.4751519E-05  7.7373178E-03  6.3125445E-04  2.1806275E-06  2.3781372E-09  1.8640190E-03  3.1788776E-07  1.313E-05  2.646E-05  3.418E-05  9.900E-01  1.011E+00  6.48E+02  0.00E+00  1.12E+02  0.257405  0.061804  0.0000000E+00  1.6117634666E-01
 13  0.213822908328818E+07   19.940409  4.674032  4.536679  0.7200000E+00  0.2659559E+00  2.2831502E-03  2.7709520E-05  6.5875863E-04  5.7184751E-03  2.2656027E-06  1.2899737E-05  1.8768898E-03  1.5180833E-04  3.577E-14  0.4379  4.536679   -7.492  0.711914  7.570817  0.6180651E+00  0.3682005E+00  5.4624934E-05  1.4894324E-05  7.7946370E-03  5.6509747E-04  1.9411579E-06  2.0999089E-09  1.8630915E-03  3.0444961E-07  1.269E-05  2.622E-05  3.395E-05  9.899E-01  1.011E+00  6.46E+02  0.00E+00  1.12E+02  0.258525  0.062597  0.0000000E+00  1.6086044455E-01
 14  0.229845026569315E+07   19.935184  4.679585  4.536207  0.7200000E+00  0.2659559E+00  2.2831463E-03  2.7712712E-05  6.5876004E-04  5.7184749E-03  2.2656061E-06  1.2899729E-05  1.8768898E-03  1.5180831E-04  1.194E-13  0.4359  4.536207   -7.481  0.711833  7.571841  0.6096735E+00  0.3765992E+00  5.5315008E-05  1.5085261E-05  7.8436832E-03  5.0810059E-04  1.7162536E-06  1.8966776E-09  1.8621301E-03  3.0877077E-07  1.225E-05  2.596E-05  3.376E-05  9.898E-01  1.011E+00  6.43E+02  0.00E+00  1.12E+02  0.259281  0.063419  0.0000000E+00  1.6053010589E-01
 15  0.245544118232383E+07   19.929933  4.685102  4.535609  0.7200000E+00  0.2659559E+00  2.2831375E-03  2.7719396E-05  6.5876385E-04  5.7184744E-03  2.2656153E-06  1.2899710E-05  1.8768898E-03  1.5180825E-04  3.299E-13  0.4342  4.535609   -7.470  0.711709  7.572500  0.6015271E+00  0.3847509E+00  5.5698659E-05  1.5190676E-05  7.8798642E-03  4.6625120E-04  1.5650789E-06  1.7196205E-09  1.8611978E-03  3.7840626E-07  1.179E-05  2.566E-05  3.353E-05  9.898E-01  1.011E+00  6.40E+02  0.00E+00  1.12E+02  0.259831  0.064247  0.0000000E+00  1.6019581286E-01
 16  0.260661762056078E+07   19.924748  4.690485  4.535043  0.7200000E+00  0.2659559E+00  2.2831200E-03  2.7731835E-05  6.5877257E-04  5.7184732E-03  2.2656366E-06  1.2899669E-05  1.8768898E-03  1.5180810E-04  7.726E-13  0.4322  4.535043   -7.460  0.711763  7.573335  0.5932743E+00  0.3930087E+00  5.6078087E-05  1.5295236E-05  7.9149920E-03  4.2560711E-04  1.4195566E-06  1.6774618E-09  1.8602497E-03  3.2918810E-07  1.137E-05  2.539E-05  3.332E-05  9.897E-01  1.011E+00  6.37E+02  0.00E+00  1.12E+02  0.260561  0.065065  0.0000000E+00  1.5986348294E-01
 17  0.275779405879773E+07   19.919433  4.696034  4.534433  0.7200000E+00  0.2659559E+00  2.2830878E-03  2.7753193E-05  6.5879044E-04  5.7184705E-03  2.2656803E-06  1.2899589E-05  1.8768898E-03  1.5180779E-04  1.590E-12  0.4306  4.534433   -7.449  0.711887  7.574113  0.5850048E+00  0.4012823E+00  5.6423956E-05  1.5389405E-05  7.9429968E-03  3.9313367E-04  1.3034386E-06  1.4634287E-09  1.8592986E-03  3.2445694E-07  1.095E-05  2.510E-05  3.311E-05  9.897E-01  1.012E+00  6.34E+02  0.00E+00  1.12E+02  0.261161  0.065919  0.0000000E+00  1.5952058505E-01
 18  0.290315601864095E+07   19.914196  4.701346  4.533854  0.7199999E+00  0.2659559E+00  2.2830361E-03  2.7785410E-05  6.5882174E-04  5.7184656E-03  2.2657567E-06  1.2899454E-05  1.8768898E-03  1.5180722E-04  2.865E-12  0.4287  4.533854   -7.438  0.712024  7.574979  0.5768264E+00  0.4094642E+00  5.6750474E-05  1.5478698E-05  7.9673258E-03  3.6487970E-04  1.2014463E-06  1.3529167E-09  1.8583545E-03  3.1736817E-07  1.055E-05  2.483E-05  3.291E-05  9.896E-01  1.012E+00  6.31E+02  0.00E+00  1.11E+02  0.261816  0.066748  0.0000000E+00  1.5918038713E-01
 19  0.305055304592198E+07   19.908755  4.706833  4.533182  0.7199999E+00  0.2659560E+00  2.2829476E-03  2.7837318E-05  6.5887946E-04  5.7184561E-03  2.2658967E-06  1.2899214E-05  1.8768898E-03  1.5180615E-04  4.977E-12  0.4268  4.533182   -7.428  0.712087  7.575747  0.5685474E+00  0.4177460E+00  5.7205703E-05  1.5605357E-05  7.9860798E-03  3.4276485E-04  1.1149414E-06  1.2933505E-09  1.8573963E-03  3.5070763E-07  1.014E-05  2.452E-05  3.269E-05  9.896E-01  1.012E+00  6.28E+02  0.00E+00  1.11E+02  0.261898  0.067615  0.0000000E+00  1.5882447761E-01
 20  0.319446138616677E+07   19.903312  4.712348  4.532493  0.7199998E+00  0.2659560E+00  2.2828127E-03  2.7911923E-05  6.5897322E-04  5.7184400E-03  2.2661224E-06  1.2898835E-05  1.8768898E-03  1.5180438E-04  8.013E-12  0.4249  4.532493   -7.417  0.712362  7.576531  0.5602630E+00  0.4260328E+00  5.7494135E-05  1.5685567E-05  8.0031448E-03  3.2284944E-04  1.0396774E-06  1.2051963E-09  1.8564339E-03  3.5253750E-07  9.751E-06  2.425E-05  3.247E-05  9.895E-01  1.012E+00  6.25E+02  0.00E+00  1.11E+02  0.263114  0.068498  0.0000000E+00  1.5846581495E-01
 21  0.333575321113438E+07   19.897836  4.717861  4.531809  0.7199996E+00  0.2659562E+00  2.2826163E-03  2.8014745E-05  6.5911761E-04  5.7184144E-03  2.2664666E-06  1.2898267E-05  1.8768897E-03  1.5180163E-04  1.214E-11  0.4231  4.531809   -7.406  0.712684  7.577360  0.5520585E+00  0.4342393E+00  5.7748029E-05  1.5755180E-05  8.0168443E-03  3.0682323E-04  9.8167885E-07  1.1325324E-09  1.8554770E-03  3.6080702E-07  9.374E-06  2.397E-05  3.226E-05  9.895E-01  1.012E+00  6.22E+02  0.00E+00  1.11E+02  0.263781  0.069392  0.0000000E+00  1.5810247857E-01
 22  0.347704503610200E+07   19.892225  4.723297  4.531112  0.7199994E+00  0.2659564E+00  2.2823360E-03  2.8153782E-05  6.5933406E-04  5.7183748E-03  2.2669768E-06  1.2897436E-05  1.8768897E-03  1.5179748E-04  1.759E-11  0.4216  4.531112   -7.396  0.712928  7.578225  0.5438083E+00  0.4424911E+00  5.7991542E-05  1.5822035E-05  8.0276614E-03  2.9409799E-04  9.3477315E-07  1.0598157E-09  1.8545106E-03  3.7153203E-07  9.002E-06  2.369E-05  3.206E-05  9.894E-01  1.012E+00  6.19E+02  0.00E+00  1.10E+02  0.264476  0.070286  0.0000000E+00  1.5772760820E-01
 23  0.361572034579243E+07   19.886588  4.728734  4.530356  0.7199990E+00  0.2659567E+00  2.2819455E-03  2.8337565E-05  6.5964925E-04  5.7183155E-03  2.2677107E-06  1.2896252E-05  1.8768896E-03  1.5179139E-04  2.462E-11  0.4195  4.530356   -7.386  0.713252  7.579060  0.5355019E+00  0.4507989E+00  5.8213792E-05  1.5884055E-05  8.0381560E-03  2.8177422E-04  8.8926233E-07  1.0660558E-09  1.8535325E-03  3.8672813E-07  8.651E-06  2.333E-05  3.185E-05  9.894E-01  1.012E+00  6.16E+02  0.00E+00  1.10E+02  0.264107  0.071192  0.0000000E+00  1.5734800450E-01
 24  0.374916262492851E+07   19.881033  4.734154  4.529575  0.7199986E+00  0.2659572E+00  2.2814534E-03  2.8557835E-05  6.6006243E-04  5.7182357E-03  2.2686601E-06  1.2894730E-05  1.8768895E-03  1.5178337E-04  3.268E-11  0.4179  4.529575   -7.376  0.713749  7.579898  0.5272464E+00  0.4590559E+00  5.8455386E-05  1.5949662E-05  8.0484848E-03  2.6960830E-04  8.4556872E-07  9.7458287E-10  1.8525552E-03  3.7350136E-07  8.328E-06  2.310E-05  3.164E-05  9.893E-01  1.012E+00  6.13E+02  0.00E+00  1.10E+02  0.265754  0.072106  0.0000000E+00  1.5697155722E-01
 25  0.388229092223132E+07   19.875362  4.739546  4.528801  0.7199979E+00  0.2659578E+00  2.2808091E-03  2.8832600E-05  6.6062297E-04  5.7181247E-03  2.2699307E-06  1.2892704E-05  1.8768894E-03  1.5177246E-04  4.236E-11  0.4160  4.528801   -7.366  0.714149  7.580736  0.5191108E+00  0.4671924E+00  5.8675606E-05  1.6011241E-05  8.0551000E-03  2.6170794E-04  8.1429812E-07  9.6503599E-10  1.8515879E-03  4.1650363E-07  8.001E-06  2.281E-05  3.143E-05  9.893E-01  1.012E+00  6.10E+02  0.00E+00  1.09E+02  0.266309  0.073028  0.0000000E+00  1.5658451613E-01
 26  0.401249228088447E+07   19.869686  4.744946  4.527920  0.7199971E+00  0.2659586E+00  2.2800117E-03  2.9156975E-05  6.6133983E-04  5.7179795E-03  2.2715325E-06  1.2890156E-05  1.8768893E-03  1.5175849E-04  5.328E-11  0.4144  4.527920   -7.356  0.714579  7.581529  0.5108136E+00  0.4754908E+00  5.9118925E-05  1.6134316E-05  8.0628142E-03  2.5218722E-04  7.7417587E-07  8.8002854E-10  1.8505957E-03  4.0014920E-07  7.702E-06  2.252E-05  3.122E-05  9.892E-01  1.012E+00  6.06E+02  0.00E+00  1.09E+02  0.267001  0.073962  0.0000000E+00  1.5619444027E-01
 27  0.414174039069182E+07   19.863925  4.750255  4.527075  0.7199959E+00  0.2659597E+00  2.2789713E-03  2.9560798E-05  6.6230450E-04  5.7177794E-03  2.2736559E-06  1.2886783E-05  1.8768890E-03  1.5173968E-04  6.665E-11  0.4123  4.527075   -7.346  0.715025  7.582368  0.5026244E+00  0.4836808E+00  5.9324319E-05  1.6192291E-05  8.0684716E-03  2.4540272E-04  7.4611199E-07  8.7825611E-10  1.8496119E-03  4.3588621E-07  7.401E-06  2.223E-05  3.101E-05  9.892E-01  1.012E+00  6.03E+02  0.00E+00  1.09E+02  0.267629  0.074894  0.0000000E+00  1.5579534690E-01
 28  0.426868049853834E+07   19.858139  4.755705  4.526171  0.7199944E+00  0.2659611E+00  2.2777443E-03  3.0015484E-05  6.6347547E-04  5.7175309E-03  2.2761936E-06  1.2882750E-05  1.8768888E-03  1.5171685E-04  8.087E-11  0.4106  4.526171   -7.336  0.715690  7.583241  0.4943615E+00  0.4919445E+00  5.9542848E-05  1.6252138E-05  8.0743240E-03  2.3837396E-04  7.2004387E-07  8.2815340E-10  1.8486136E-03  4.3649321E-07  7.120E-06  2.187E-05  3.082E-05  9.892E-01  1.012E+00  6.00E+02  0.00E+00  1.08E+02  0.267120  0.075861  0.0000000E+00  1.5539164608E-01
 29  0.439562060638485E+07   19.852221  4.761127  4.525246  0.7199924E+00  0.2659630E+00  2.2762600E-03  3.0541062E-05  6.6493065E-04  5.7172149E-03  2.2792972E-06  1.2877809E-05  1.8768884E-03  1.5168851E-04  9.666E-11  0.4088  4.525246   -7.327  0.716281  7.584118  0.4861114E+00  0.5001952E+00  5.9733857E-05  1.6305488E-05  8.0783035E-03  2.3352422E-04  7.0035168E-07  8.3038273E-10  1.8476114E-03  4.7811709E-07  6.840E-06  2.163E-05  3.060E-05  9.891E-01  1.012E+00  5.97E+02  0.00E+00  1.08E+02  0.268840  0.076837  0.0000000E+00  1.5497582037E-01
 30  0.451794471030967E+07   19.846391  4.766491  4.524277  0.7199900E+00  0.2659653E+00  2.2745278E-03  3.1127943E-05  6.6667245E-04  5.7168279E-03  2.2829521E-06  1.2871974E-05  1.8768879E-03  1.5165461E-04  1.138E-10  0.4069  4.524277   -7.317  0.716995  7.585000  0.4778492E+00  0.5084581E+00  5.9983593E-05  1.6372302E-05  8.0833359E-03  2.2737924E-04  6.7780891E-07  7.2508016E-10  1.8466018E-03  4.6888254E-07  6.588E-06  2.126E-05  3.040E-05  9.891E-01  1.013E+00  5.94E+02  0.00E+00  1.07E+02  0.268065  0.077815  0.0000000E+00  1.5456319635E-01
 31  0.464026881423449E+07   19.840433  4.771885  4.523271  0.7199868E+00  0.2659683E+00  2.2724038E-03  3.1816281E-05  6.6886128E-04  5.7163301E-03  2.2874671E-06  1.2864735E-05  1.8768873E-03  1.5161209E-04  1.338E-10  0.4052  4.523271   -7.308  0.717710  7.585890  0.4695820E+00  0.5167258E+00  6.0146520E-05  1.6419336E-05  8.0870244E-03  2.2290591E-04  6.5939361E-07  7.7722109E-10  1.8455858E-03  5.1165305E-07  6.335E-06  2.103E-05  3.019E-05  9.890E-01  1.012E+00  5.90E+02  0.00E+00  1.07E+02  0.270039  0.078811  0.0000000E+00  1.5413841713E-01
 32  0.476028491619847E+07   19.834461  4.777280  4.522234  0.7199828E+00  0.2659721E+00  2.2699672E-03  3.2572130E-05  6.7143162E-04  5.7157316E-03  2.2926767E-06  1.2856341E-05  1.8768866E-03  1.5156225E-04  1.552E-10  0.4034  4.522234   -7.299  0.718357  7.586761  0.4613811E+00  0.5249271E+00  6.0557244E-05  1.6535071E-05  8.0897407E-03  2.1913188E-04  6.3783219E-07  7.5423609E-10  1.8445720E-03  5.3717580E-07  6.095E-06  2.074E-05  2.998E-05  9.889E-01  1.013E+00  5.87E+02  0.00E+00  1.07E+02  0.270712  0.079820  0.0000000E+00  1.5370935328E-01
 33  0.487660821502511E+07   19.828549  4.782553  4.521188  0.7199780E+00  0.2659767E+00  2.2672023E-03  3.3394088E-05  6.7441346E-04  5.7150206E-03  2.2986135E-06  1.2846716E-05  1.8768857E-03  1.5150455E-04  1.781E-10  0.4016  4.521188   -7.290  0.719164  7.587656  0.4531763E+00  0.5331323E+00  6.0763090E-05  1.6591970E-05  8.0933430E-03  2.1468693E-04  6.2049930E-07  7.3501421E-10  1.8435521E-03  5.6241293E-07  5.872E-06  2.044E-05  2.979E-05  9.889E-01  1.013E+00  5.84E+02  0.00E+00  1.07E+02  0.271249  0.080819  0.0000000E+00  1.5328127857E-01
 34  0.499500871561652E+07   19.822405  4.788023  4.520083  0.7199719E+00  0.2659825E+00  2.2640070E-03  3.4305267E-05  6.7793295E-04  5.7141614E-03  2.3054942E-06  1.2835482E-05  1.8768846E-03  1.5143660E-04  2.027E-10  0.3999  4.520083   -7.280  0.720018  7.588580  0.4448678E+00  0.5414411E+00  6.0964385E-05  1.6647965E-05  8.0955819E-03  2.1180299E-04  6.0778192E-07  7.2383997E-10  1.8425127E-03  5.9469281E-07  5.648E-06  2.007E-05  2.958E-05  9.889E-01  1.013E+00  5.80E+02  0.00E+00  1.06E+02  0.270480  0.081868  0.0000000E+00  1.5283304984E-01
 35  0.510717761091364E+07   19.816464  4.793248  4.518954  0.7199649E+00  0.2659893E+00  2.2605880E-03  3.5241232E-05  6.8177614E-04  5.7132005E-03  2.3128685E-06  1.2823347E-05  1.8768834E-03  1.5136256E-04  2.275E-10  0.3980  4.518954   -7.272  0.720912  7.589483  0.4367053E+00  0.5496040E+00  6.1169035E-05  1.6704600E-05  8.0986118E-03  2.0801207E-04  5.9268000E-07  7.0800143E-10  1.8414857E-03  6.2007199E-07  5.447E-06  1.977E-05  2.939E-05  9.889E-01  1.013E+00  5.77E+02  0.00E+00  1.05E+02  0.271046  0.082884  0.0000000E+00  1.5239633783E-01
 36  0.522350090974028E+07   19.810177  4.798775  4.517783  0.7199561E+00  0.2659978E+00  2.2565802E-03  3.6294846E-05  6.8637135E-04  5.7120234E-03  2.3215163E-06  1.2808990E-05  1.8768818E-03  1.5127426E-04  2.552E-10  0.3963  4.517783   -7.263  0.721837  7.590429  0.4284052E+00  0.5579042E+00  6.1377386E-05  1.6762599E-05  8.0996308E-03  2.0650647E-04  5.8417013E-07  6.8847398E-10  1.8404342E-03  6.7167356E-07  5.238E-06  1.946E-05  2.918E-05  9.888E-01  1.013E+00  5.74E+02  0.00E+00  1.05E+02  0.271579  0.083971  0.0000000E+00  1.5193064602E-01
 37  0.533359260327264E+07   19.804104  4.804026  4.516577  0.7199459E+00  0.2660077E+00  2.2523494E-03  3.7363567E-05  6.9131655E-04  5.7107255E-03  2.3306388E-06  1.2793697E-05  1.8768801E-03  1.5117947E-04  2.831E-10  0.3945  4.516577   -7.254  0.722795  7.591358  0.4201864E+00  0.5661233E+00  6.1587848E-05  1.6820383E-05  8.1020618E-03  2.0338890E-04  5.7111943E-07  6.7571910E-10  1.8393872E-03  6.9564703E-07  5.053E-06  1.923E-05  2.898E-05  9.887E-01  1.013E+00  5.70E+02  0.00E+00  1.05E+02  0.273556  0.085018  0.0000000E+00  1.5147749139E-01
 38  0.544466307427655E+07   19.797860  4.809355  4.515321  0.7199334E+00  0.2660198E+00  2.2475467E-03  3.8529519E-05  6.9703757E-04  5.7091864E-03  2.3409755E-06  1.2776184E-05  1.8768779E-03  1.5107009E-04  3.140E-10  0.3927  4.515321   -7.246  0.723683  7.592270  0.4119727E+00  0.5743371E+00  6.1816745E-05  1.6885187E-05  8.1030731E-03  2.0185727E-04  5.6149053E-07  6.8432548E-10  1.8383336E-03  7.5177625E-07  4.868E-06  1.893E-05  2.877E-05  9.886E-01  1.013E+00  5.67E+02  0.00E+00  1.05E+02  0.274187  0.086095  0.0000000E+00  1.5100750843E-01
 39  0.555368529779725E+07   19.791610  4.814780  4.514006  0.7199190E+00  0.2660339E+00  2.2424380E-03  3.9722471E-05  7.0323574E-04  5.7074776E-03  2.3519393E-06  1.2757396E-05  1.8768755E-03  1.5095189E-04  3.450E-10  0.3910  4.514006   -7.238  0.724797  7.593230  0.4036408E+00  0.5826693E+00  6.2083481E-05  1.6958923E-05  8.1049164E-03  1.9931616E-04  5.4911363E-07  6.6047069E-10  1.8372589E-03  7.8439435E-07  4.696E-06  1.862E-05  2.857E-05  9.886E-01  1.013E+00  5.63E+02  0.00E+00  1.04E+02  0.274721  0.087204  0.0000000E+00  1.5053336970E-01
 40  0.566069680906739E+07   19.785360  4.820044  4.512673  0.7199020E+00  0.2660504E+00  2.2369143E-03  4.0963953E-05  7.1005839E-04  5.7055502E-03  2.3637483E-06  1.2736912E-05  1.8768727E-03  1.5082212E-04  3.778E-10  0.3891  4.512673   -7.230  0.725787  7.594178  0.3954056E+00  0.5909046E+00  6.2334642E-05  1.7030278E-05  8.1061937E-03  1.9744419E-04  5.3803922E-07  6.5981445E-10  1.8361896E-03  8.3614791E-07  4.531E-06  1.832E-05  2.837E-05  9.885E-01  1.013E+00  5.60E+02  0.00E+00  1.04E+02  0.275355  0.088294  0.0000000E+00  1.5005534981E-01
